TICKER,MID_PRICE,MID_YIELD,DURATION_MID,CONVEXITY_MID,BID_ASK_SPREAD,AVG_DAILY_TRADE_COUNT_60,SPREAD_ROLLING_STD,VOLUME_ROLLING_STD,YIELD_SPREAD,MARKET_REGIME,vol_regime,liquidity_score,VOLUME_ROLLING_STD_LOG,MID_YIELD_WINS,MID_YIELD_CAPPED
OPI,52.14681277222205,15.0,3.008749895853467,0.1475665047824603,1.4381928833233049,11.263597612504963,0.13001077431325536,192.10043117188883,-0.011079569172518277,High Volatility,low,3.248341316592738,1.9210043117188882,0.2645714068966746,0.15
PDM,88.64583126287022,6.94948113741531,5.007420112179793,0.31709992680397053,0.35557382657112896,19.326190111136256,0.04998078261405783,281.0662618742152,-0.000826455724400762,High Volatility,medium,5.5735355603109475,2.810662618742152,0.0694948113741531,0.0694948113741531
PEAK,95.87963441845991,5.279032699304626,4.710831189059551,0.32836057172943656,0.15606875858909752,5.81478332569858,0.10230044258502168,36.4564058037104,-0.00030483609943192505,Low Volatility,high,1.6769420902368821,0.364564058037104,0.052790326993046255,0.052790326993046255
PECO,95.02339016333333,5.599550633525925,7.7361901661333325,0.7366270349007408,0.26268888888888864,5.164213371740741,0.017018408614633627,46.64871489297137,-0.00035374435244439406,Low Volatility,medium,1.4893223497705759,0.4664871489297137,0.055995506335259244,0.055995506335259244
PLD,92.95037555323192,4.982440308251887,6.895237480253636,0.8159383203897198,0.15487042141459217,9.248755644162074,0.11369749488646606,151.35128256486067,-0.00022067204551217765,Normal,low,2.667275245401857,1.5135128256486068,0.04982440308251887,0.04982440308251887
PSA,93.59003050644908,4.856991621192497,5.404041551752129,0.5520754217439489,0.11532866596892288,9.89269301388095,0.11559754000216164,183.24767702334242,-0.00019932056319999655,Normal,medium,2.852982195820045,1.8324767702334241,0.04856991621192497,0.04856991621192497
REG,98.22651656939694,5.48555207589035,7.446103905967836,0.6852261854198831,0.25369619883187144,5.499492690058479,0.0035518534139320885,14.99348325937873,-0.0003429942244151523,Normal,low,1.5860145168523816,0.1499348325937873,0.0548555207589035,0.0548555207589035
RHP,97.76176902211024,6.082235800019946,4.1707717738929,0.23718808586490975,0.24007688197589636,8.677013535980528,0.1082462771807516,92.22188137352965,-0.0005483312274352395,Normal,high,2.5023888941369603,0.9222188137352966,0.06082235800019946,0.06082235800019946
RITM,98.90124133088439,8.276801808032392,3.7544344555462135,0.17593253582700835,0.4622779441402249,7.542211728572128,0.00345578332125093,7.133114546183964,-0.0012266831934782119,High Volatility,medium,2.1751201365016253,0.07133114546183963,0.08276801808032391,0.08276801808032391
ROADKG,12.213310816421052,15.0,1.235906961631579,0.03752254925631579,0.5771947368421056,5.064368421052632,0.0577441081057591,106.62736522539447,-0.02707292994473681,High Volatility,medium,1.4605277772253642,1.0662736522539447,0.6446349937907895,0.15
ROIC,104.46463768418491,5.657221972779585,3.972317824210059,0.1930882787967456,0.20922307692603534,5.362263313609467,0.005295546059372306,23.379121341672533,-0.0004970444409762882,Low Volatility,low,1.5464385422210891,0.23379121341672532,0.056572219727795844,0.056572219727795844
SBAC,92.67600955732851,5.692502075353357,3.2786169152447244,0.13676879690172794,0.13401004084422483,21.568263633613345,0.03932762369406303,137.6267876486025,-0.0004355417905456742,Low Volatility,medium,6.220133593058074,1.3762678764860248,0.05692502075353357,0.05692502075353357
